INV No.,UPC,ASIN,LPN,CAT,SUB,Location,Condition,Package Size,NOTES,Sold,Current QTY,QTY's,No in Box,Title,Image Link,Sup Order #,Ship date,Shipped By,Order ID
2063.0,4005546206875,B001IVHH06,,Office,Organization,R2B8S1,BN,L,,1.0,0.0,,999.0,"Durable Visifix Centium Business Card Holder, A4 400 Capacity, Black CU240901",https://images-na.ssl-images-amazon.com/images/I/51FzkH5Wi7L.jpg,NL,10/08/2024,info.afgretail@gmail.com,
2342.0,9360117002207,4000001618,filt-tin,VAC PARTS,,R8-B14-S4,BN,S,,18.0,39.0,57.0,2.0,Dust bin filter for Tineco S12 S11 & X Series Pure One,https://www.augoods.com.au/assets/thumb/HG-9360117002207.jpg,,24/11/2024,info.afgretail@gmail.com,N70349
735.0,71701001863,,,,,BN15,BN,Letter,,2.0,0.0,2.0,36.0,"DYMO Cartridge Label, Black/White, 3/4""W x 18 ft",https://m.media-amazon.com/images/I/71bVRlMq+CL.jpg,,18/8/2024,info.afgretail@gmail.com,N59567
1704.0,3501170943069,B076LQ535N,LPNPM136844441,,,LN2,LN,S,,,1.0,,13.0,DYMO LetraTag 100H Handheld labeler - Black,https://images-na.ssl-images-amazon.com/images/I/41pshjRsoyL.jpg,NL,,,
858.0,71701001276,B0140Z2SS2,,Tools,Organization,BN17,BN,S,,3.0,0.0,3.0,73.0,"DYMO XTL All-Purpose Vinyl Tape, 24 mm, Red/Clear",https://images-na.ssl-images-amazon.com/images/I/41qiFLbxMtL.jpg,,18/8/2024,info.afgretail@gmail.com,N59567
2292.0,9360117001248,9360117001248,v7UPH,VAC PARTS,,R8-B15-S4,BN,M,,6.0,12.0,18.0,1.0,"Dyson Mattress and Upholstery Tool For V7-V15, Gen5Dtetect & Omni-Glide",https://www.augoods.com.au/assets/thumb/HG-9360117001248.jpg,HG1,28/01/2025,info.afgretail@gmail.com,N77660
2524.0,9360117001248,,v7UPH,VAC PARTS,,R8-B16-S5,BN,S,,9.0,0.0,9.0,2.0,"Dyson Mattress and Upholstery Tool For V7-V15, Gen5Dtetect & Omni-Glide",https://www.augoods.com.au/assets/thumb/HG-9360117001248.jpg,,21/05/2024,info.afgretail@gmail.com,N51034
1970.0,849179019839,,,Home,Bath,R1-B4-S1,BN,O,,1.0,0.0,,999.0,Eastwind Gifts 10016198 Bear Outhouse Toilet Paper Holder,https://images-na.ssl-images-amazon.com/images/I/81Zwy9lUfGL.jpg,2,09/08/2024,info.afgretail@gmail.com,
175.0,190133114603,b017df1q02,,Kitchen,Bar & Beverage,BN4,BN,S,,1.0,0.0,1.0,11.0,"Eat Sleep Paint - Painter Gift Dad Fathers Day- Black Text - Sports eco-friendly Water Bottle, 620 ml (21oz) -3dRose",https://images-na.ssl-images-amazon.com/images/I/51Vbq6%2Bo53L._AC_SX355_.jpg,,7/7/2024,info.afgretail@gmail.com,
161.0,888414907036,B00J9N2FM0,,Kitchen,Bar & Beverage,BN3,BN,S,,1.0,0.0,1.0,15.0,"Eat Sleep Row - Fun Rowing Enthusiasts Rower Sport Black Text - Sports eco-friendly Water Bottle, 620 ml (21oz) 3dRose",https://www.shopozstore.com.au/PRODUCTSLR/B00J9N2FM0-1-2.jpg,,7/7/2024,info.afgretail@gmail.com,
976.0,190133413942,b013obpb82,,Kitchen,,BN22,BN,M,,1.0,0.0,1.0,1.0,"Eat Sleep Softball - Team Sport Playing Enthusiast Play Player Text - Two Tone Mug, 325 ml (11oz) , Black/White -3dRose",https://images-na.ssl-images-amazon.com/images/I/71He7m7I%2ByL.jpg,,24/7/2024,info.afgretail@gmail.com,
2015.0,9313921254201,B077PDGZKS,LPNPM136848467,Kitchen,Cookware,R2B1S2,LN,O,"BRAND NEW, OPEN BOX",,1.0,,2.0,"ECOLOGY EC1071 Provisions Stainless Steel & Acacia Bread Bin, Natural, EC1071",https://images-na.ssl-images-amazon.com/images/I/31AYP2Pj4lL.jpg,NL,,,
1993.0,6923520265527,B01NCTNZRC,LPNPM136797293,Electronics,,R1-B3-S1,LN,O,"BRAND NEW OPEN BOX, MINOR DAMAGE ON BOX DUE TO TAPE DAMAGE.",,1.0,,9.0,Edifier R1280DB Powered Bluetooth Bookshelf Speakers - Optical Input - Wireless Studio Monitors - 4 Inch Near Field Speaker - 42w RMS - Wood Grain,https://www.pbtech.co.nz/imgprod/S/P/SPKEDI1252__3.jpg,NL,,,
1820.0,6923520240616,,LPNPM136836772,Electronics,,LN9,LN,S,,,1.0,,3.0,Edifier TWS1 Bluetooth Wireless Earbuds - Black/Dual BT Connectivity/Wireless,https://images-na.ssl-images-amazon.com/images/I/21O%2Bb46bjKL.jpg,NL,,,
1828.0,6923520240609,,LPNPM136835332,Electronics,,LN9,LN,S,,,1.0,,11.0,Edifier TWS1 Bluetooth Wireless Earbuds - White/Dual BT Connectivity/Wireless,https://images-na.ssl-images-amazon.com/images/I/21gXFSgYZJL.jpg,NL,,,
2332.0,AF201S-16,4000000726,hy-bagesile-16,VAC PARTS,,R1-B12-S2,BN,M,,40.0,0.0,40.0,1.0,"Electrolux & Wertheim Mega Pack, 16 x S-Type Vacuum Cleaner Bags",https://cdn11.bigcommerce.com/s-dw545iuzjv/images/stencil/500x659/products/229/2102/AF201S-16-2__53084.1670826359__76841.1677637178.png?c=1,1,22/11/2024,gabrieladitya2803@gmail.com,
3257.0,3023372029605,,ADAP-ZE050,,,R1-B12-S2,BN,O,,,9.0,9.0,1.0,Electrolux adapter,,,06/10/2024,,
663.0,640947793919,,,,,BN13,BN,M,,1.0,0.0,1.0,41.0,Element Case Solace LX Premium Leather Protective Case for Apple iPhone 7 - Black (EMT-322-136DZ-01),https://images-na.ssl-images-amazon.com/images/I/71zZGcTChNL._AC_SL1500_.jpg,,18/7/2024,info.afgretail@gmail.com,
2616.0,716165178859,,,SMOKING,,WS5-R3-B,BN,,,50.0,0.0,200.0,1.0,Elements Natural Non-Perforated Filter Tips Smoking Papers 50 Tips Per Book,https://www.augoods.com.au/assets/thumb/MRK-ELMNT-NPT-1PK.jpg,,21/01/2025,info.afgretail@gmail.com,
1831.0,4139052301455,,LPNPM136836304,Electronics,Computer Components,LN9,LN,S,,,1.0,,14.0,"Elgato Game Capture HD60 Pro, Stream and Record in 1080p60, Superior Low Latency Technology, H.264 Hardware Encoding, PCIe",https://images-na.ssl-images-amazon.com/images/I/41T1nc8d10L.jpg,NL,,,
1663.0,9315771031803,,,Pharmacy,Medical Supplies & Equipment,BN43,BN,S,,1.0,0.0,1.0,7.0,Endura Smart Shaker,https://images-na.ssl-images-amazon.com/images/I/414jrOEt4lL.jpg,,7/8/2024,info.afgretail@gmail.com,
905.0,45544900461,B01I4BSLAM,,Home,Decor,BN19,BN,S,,2.0,0.0,2.0,19.0,"Enesco “I’m Retired” Funny Aluminum home office Desk Name Plate, Brown",https://images-na.ssl-images-amazon.com/images/I/81e83ktQ-fL.jpg,,19/1/2025,info.afgretail@gmail.com,N76772
912.0,704519120166,,,Kitchen,Bar & Beverage,BN20,BN,M,,1.0,0.0,1.0,6.0,"Enesco 21st Birthday Wine Glass, 15 oz, Multicolor",https://images-na.ssl-images-amazon.com/images/I/61O49txgv1L._AC_SL1371_.jpg,,23/7/2024,info.afgretail@gmail.com,
1012.0,45544937757,B01MS3E31B,,Kitchen,,BN24,BN,M,,1.0,0.0,1.0,4.0,"Enesco 6000129 Our Our Name is Mud for Men “Stuff Happens” Stoneware Coffee Mug, 16 oz, Orange",https://images-na.ssl-images-amazon.com/images/I/41K7qoLaGUL.jpg,,25/7/2024,info.afgretail@gmail.com,
1351.0,45544937788,B01N7O6S4O,,Kitchen,,BN33,BN,M,,1.0,0.0,1.0,1.0,"Enesco 6000132 Our Our Name is Mud for Men “Hawk Fishing” Stoneware Coffee Mug, 16 oz, Blue",https://images-na.ssl-images-amazon.com/images/I/411Zyjpg9zL.jpg,,31/7/2024,info.afgretail@gmail.com,
1372.0,45544952804,B072QVL2PV,,Kitchen,,BN34,BN,M,,1.0,0.0,1.0,1.0,"Enesco 6000524 Our Name is Mud “Fierce Friend” Stoneware Engraved Coffee Mug, 454ml 16 oz, Pink",https://images-na.ssl-images-amazon.com/images/I/71ce-wvhodL.jpg,,1/8/2024,info.afgretail@gmail.com,
1281.0,45544905756,B01HG5VF8W,,Kitchen,Tabletop,BN29,BN,S,,1.0,0.0,1.0,25.0,Enesco Designs by Lolita “Happily Divorced” Hand Painted Wine Glass 444ml 15 oz,https://images-na.ssl-images-amazon.com/images/I/416QlIRomXL.jpg,,30/7/2024,info.afgretail@gmail.com,
1547.0,190133615681,b0087pjg9q,,Kitchen,Bar & Beverage,BN39,BN,S,,1.0,0.0,1.0,5.0,"English Bulldog Powernap - Sports Water Bottle, 620 ml 21oz 3dRose",https://images-na.ssl-images-amazon.com/images/I/61l1Z3PN6UL.jpg,,5/8/2024,info.afgretail@gmail.com,
3232.0,746935820053,,,,,WS0-R3-C,BN,O,,,7.0,7.0,4.0,Enuff Genuine Lighter Premium FLUID Fuel Petrol Refill 133ml,https://www.augoods.com.au/assets/thumb/CG-ENUFF-ZIPLF-1PK.jpg,,23/09/2024,,
3292.0,887167500280,,,,,MN-010,BN,Envelope,,,24.0,24.0,1.0,Estee Lauder Double Wear 24H Waterproof Gel Eye Pencil - # 06 Sapphire Sky 1.2g 0.04oz,https://www.augoods.com.au/assets/thumb/MN-887167500280.jpg,,01/11/2024,,
3336.0,887167500242,,,,,MN-007,BN,Envelope,,,6.0,6.0,2.0,"Estee Lauder Double Wear 24H Waterproof Gel Eye Pencil, 02 Espresso 1.2g 0.04 oz",https://www.augoods.com.au/assets/thumb/MN-887167500242.jpg,,08/12/2024,,
3334.0,887167500273,,,,,MN-006,BN,Envelope,,,1.0,,2.0,"Estee Lauder Double Wear 24H Waterproof Gel Eye Pencil, 05 Smoke 1.2g 0.04 oz",https://www.augoods.com.au/assets/thumb/MN-887167500273.jpg,,04/12/2024,,
3285.0,27131969853,,,,,R8-B20-MN-004,BN,O,,,20.0,20.0,1.0,"Estee Lauder Double Wear Stay-in-Place Makeup SPF10, 2W2 Rattan 30ml 1oz",https://www.augoods.com.au/assets/thumb/MN-027131969853.jpg,,26/10/2024,,
3339.0,27131392392,,,,,MN-005,BN,O,,,7.0,7.0,2.0,"Estee Lauder Double Wear Stay-in-Place Makeup SPF10, 3N2 Wheat, 30ml 1 oz",https://www.augoods.com.au/assets/thumb/MN-027131392392.jpg,,09/12/2024,,
3237.0,27131495284,,,,,R8-B20-MN-002,BN,Envelope,,,50.0,50.0,1.0,"Estee Lauder Double Wear Zero-Smudge Lengthening Mascara, 01 Black 6ml 0.22 oz",https://www.augoods.com.au/assets/thumb/MN-027131495284.jpg,,25/09/2024,,
2315.0,9360117000456,,filtd-fan1,VAC PARTS,,R8-B11-S0,BN,S,,36.0,0.0,36.0,999.0,"EVO Filter for Dyson Pure Cool Purifying Fans TP00, TP01, TP02, TP03, AM11, BP01",https://www.augoods.com.au/assets/thumb/HG-9360117000456.jpg,,29/02/2024,info.afgretail@gmail.com,"N46236,N46245,N46247,N46249"
2273.0,9360117000418,744109425127,hy-fltdc08,VAC PARTS,,R8-B13-S3,BN,M,,27.0,0.0,27.0,999.0,"Exhaust Filter Pad for Dyson DC04, DC05, DC08, DC19, DC20 & DC29",https://www.augoods.com.au/assets/thumb/HG-9360117000418.jpg,1,06/02/2024,info.afgretail@gmail.com,"N45566,N45572,N45574,N45582,N45584,N45588,N45589,N45590,N45595,N45596,N45604,N45611,N45613"
2212.0,71641117433,,,,,R8-B11-S4,BN,Letter,,4.0,0.0,4.0,999.0,EXPO  INK INDICATOR 2 PACK,https://www.augoods.com.au/assets/thumb/JT-71641117433.jpg,,15/05/2024,info.afgretail@gmail.com,
2214.0,71641801745,,,,,R8-B11-S4,BN,Letter,,3.0,-3.0,0.0,1.0,Expo Dry Erase Markers - Assorted Colours / Pack of 4 (Intense Colours) Low 80174,,,15/12/2024,info.afgretail@gmail.com,
2210.0,71641099562,,,,,R8-B11-S4,BN,Letter,,10.0,0.0,10.0,999.0,Expo Dual Ended Dry Erase 2-in-l Markers / Pack of 2 (4 Colours) Low Odor 1944654,https://www.augoods.com.au/assets/thumb/JT-71641099562.jpg,,14/05/2024,info.afgretail@gmail.com,
2215.0,71641806610,,,,,R8-B11-S4,BN,Letter,,11.0,0.0,11.0,2.0,Expo Low Odor Dry Erase Markers - Black / Pack of 4 (Chisel),,,16/5/2024,info.afgretail@gmail.com,
3338.0,355739626633,,633197,,,R8-B17-S4,BN,Envelope,,3.0,32.0,35.0,101.0,Extendable Telescoping Inspection Mirror Car Angle Pen Hand Tool 19-35cm,https://www.augoods.com.au/assets/thumb/CK-INSPCMIR.jpg,,06/03/2025,info.afgretail@gmail.com,N81566
2408.0,9360117000999,744109425431,v6hose,VAC PARTS,,R8-B14-S6,BN,S,,15.0,13.0,28.0,1.0,"Extension Hose Attachment For DYSON V6, DC35, DC43H, DC44, DC45, DC54 & more",https://www.augoods.com.au/assets/thumb/HG-9360117000999.jpg,,19/02/2025,info.afgretail@gmail.com,N79907
2321.0,9360117001026,,v7hose,VAC PARTS,,R8-B15-S6,BN,M,,9.0,4.0,13.0,1.0,"Extension Hose Attachment For DYSON V7, V8, V10, V11, V12 & V15 Vacuum Cleaners",https://cdn11.bigcommerce.com/s-dw545iuzjv/images/stencil/160w/products/165/556/v7hose-2__18244__48485.1677723740.jpg?c=1,,23/03/2025,info.afgretail@gmail.com,N83517
2333.0,v10-trig,,v10-trig,VAC PARTS,,R8-B13-S3,BN,S,,203.0,98.0,301.0,1.0,Extra Strong Power Trigger switches For Dyson V10 & V11 Cordless Vacuum Cleaners,https://www.augoods.com.au/assets/thumb/HG-v10-trig.jpg,,24/03/2025,info.afgretail@gmail.com,
1396.0,844704031997,B00FGLNOCE,,Home,Decor,BN34,BN,L,,1.0,0.0,1.0,25.0,Fantastic Craft 19cm Cream Melting Snowman Set of 2 Candles Christmas Decor,https://images-na.ssl-images-amazon.com/images/I/31nif%2BwdpIL.jpg,,1/8/2024,info.afgretail@gmail.com,
2280.0,9360117000715,9360117000715,hy-fltdc07u,VAC PARTS,,R8-B12-S1,BN,M,,4.0,0.0,4.0,999.0,Filter kit for Dyson DC07 (Hepa + Foam + Seal) vacuum cleaner,https://www.augoods.com.au/assets/thumb/HG-9360117000715.jpg,1,13/12/2023,info.afgretail@gmail.com,N43756
2522.0,9360117000715,,hy-fltdc07u,VAC PARTS,,R8-B14-S1,BN,S,,10.0,0.0,10.0,3.0,Filter kit for Dyson DC07 (Hepa + Foam + Seal) vacuum cleaner,https://www.augoods.com.au/assets/thumb/HG-9360117000715.jpg,1,17/12/2024,info.afgretail@gmail.com,N73291
2564.0,9360117000722,744109425790,hy-fltdc33kit,VAC PARTS,,R8-B12-S1,BN,S,,9.0,3.0,12.0,3.0,Filter kit for DYSON DC33 vacuum cleaner Hepa + Sponge filters washable,https://www.augoods.com.au/assets/thumb/HG-9360117000722.jpg,1,02/10/2024,info.afgretail@gmail.com,N64118
2501.0,9360117000432,744109425752,dy-filtdc41,VAC PARTS,,R8-B13-S1,BN,S,,9.0,0.0,9.0,3.0,Filter kit for Dyson DC41 and DC65,https://www.augoods.com.au/assets/thumb/HG-9360117000432.jpg,1,17/12/2024,info.afgretail@gmail.com,N73269
2436.0,9360117004249,,mi-filthx1,VAC PARTS,,R8-B13-S2,BN,S,,30.0,0.0,30.0,3.0,Filter Kit for Miele TriFlex HX1 (HX FSF) Fine Dust & Pre Filters,https://cdn11.bigcommerce.com/s-dw545iuzjv/images/stencil/500x659/products/476/2276/Miele_Triflex_Filter_Set_1__55766.1678080295__13635.1684893297.jpg?c=1,,25/03/2025,info.afgretail@gmail.com,"N83673,N83674,N83684,N83685,N83687,N83689,N83691,N83692,N83694,N83696,N83697,N83698,N83699,N83703,N83704,N83708,N83711,N83712,N83713,N83715,N83716,N83720,N83722,N83725,N83729,N83730,N83735,N83737,N83738,N83746,N83749,N83751,N83755,N83756,N83763,N83764,N83768"
2301.0,9360117000746,3265874237627,KIT-Snv350Filt,VAC PARTS,,R8-B12-S0,BN,S,,23.0,0.0,23.0,999.0,Filter Kit for Shark Navigator Lift Away NV350 Series HEPA + Foam + Felt Filters,https://www.augoods.com.au/assets/thumb/HG-9360117000746.jpg,,15/03/2024,info.afgretail@gmail.com,N46774
3193.0,6929811280781,,,,,WS0-R3-C,BN,Envelope,,,4.0,4.0,4.0,Filtered Water Pipe Smoke Tobacco Herb Cigar Filter Holder Pipes Copper,https://www.augoods.com.au/assets/thumb/MRK-WTRPPE-COPPER.jpg,,03/09/2024,,
2289.0,9360117002016,4000001543,ti-s3kit,VAC PARTS,,R8-B14-S1,BN,M,,3.0,5.0,8.0,2.0,Filters & Roller Brush Pack For Tineco Floor One S3,https://www.augoods.com.au/assets/thumb/HG-9360117002016.jpg,HG1,21/1/2024,info.afgretail@gmail.com,N45141
1745.0,810351029281,,LPNPM136827703,Smart Watches,Smartwatches,LN5,LN,S,"ITEM IN BRAND NEW CONDITION, OPEN BOX",,1.0,,9.0,"Fitbit Charge 2 Health and Fitness Tracker, Large - Black",https://images-na.ssl-images-amazon.com/images/I/41fEFbolIoL.jpg,NL,,,
1692.0,811138036751,B07TVC2KLW,LPNPM136790408,,,LN2,LN,S,,,1.0,,1.0,"Fitbit Versa 2 Health and Fitness Watch with Heart Rate, Sleep and Swim Tracking - Petal/Copper Rose",https://images-na.ssl-images-amazon.com/images/I/31Z2u1Hd6rL.jpg,NL,,,
1755.0,811138036713,,LPNPM100082175,Smart Watches,Smartwatches,LN5,LN,S,,,1.0,,19.0,Fitbit Versa 2 Smartwatch,https://images-na.ssl-images-amazon.com/images/I/41iG3PbE6FL.jpg,NL,,,
1754.0,816137029100,,LPNPM100037309,Smart Watches,Smartwatches,LN5,LN,S,,,1.0,,18.0,Fitbit Versa Smartwatch,,NL,,,
2404.0,dy-foutCY,,dy-foutCY,VAC PARTS,,R8-B19-S4,BN,M,,6.0,0.0,6.0,999.0,Flat Out head for Dyson CY22 CY23 Cinetic Big ball vacuum cleaners,https://cdn11.bigcommerce.com/s-dw545iuzjv/images/stencil/500x659/products/143/485/dy-foutCY-2__76259__45381.1677725443.jpg?c=1,,22/10/2023,info.afgretail@gmail.com,N41254
2425.0,dy-foutdc08,4000001202,dy-foutdc08,VAC PARTS,,R8-B13-S6,BN,S,,4.0,1.0,5.0,1.0,"Flat Out Head For Dyson DC05, DC07, DC08, DC14",https://cdn11.bigcommerce.com/s-dw545iuzjv/images/stencil/1280x1280/products/205/692/dy-foutdc08-3__29794__16448.1677716101.jpg?c=1?imbypass=on,,01/01/2025,info.afgretail@gmail.com,N74711
2401.0,dy-foutv6,,dy-foutv6,VAC PARTS,,R8-B15-S7,BN,M,,5.0,0.0,5.0,999.0,"Flat out head for Dyson DC29, DC54, DC39, V6 & more vacuum cleaners",https://cdn11.bigcommerce.com/s-dw545iuzjv/images/stencil/500x659/products/172/581/low_profile_floor_tool_1__10884__91233.1677723241.jpg?c=1,,31/03/2024,info.afgretail@gmail.com,
2581.0,dy-foutV7,,dy-foutV7,VAC PARTS,,R8-B13-S5,BN,S,,13.0,0.0,13.0,2.0,"Flat out head for Dyson V7, V8, V10, V11, V12, V15 & Gen5detect",https://cdn11.bigcommerce.com/s-dw545iuzjv/images/stencil/160w/products/258/870/dy-foutv7-2__23555__77300.1677634020.jpg?c=1,,13/08/2024,info.afgretail@gmail.com,
2269.0,9360117004003,9312532126372,HY-LPFT,VAC PARTS,,R8-B15-S0,BN,M,,2.0,0.0,2.0,999.0,Floor Head Tool For Pullman Advance PV900 vacuum cleaner,https://www.augoods.com.au/assets/thumb/HG-9360117004003.jpg,1,29/10/2023,info.afgretail@gmail.com,N41571
2281.0,9360117001408,7000000070,KIT-ftcy22,VAC PARTS,,R8-B12-S3,BN,M,,1.0,0.0,1.0,999.0,Floor Tool  for Dyson Cinetic Big Ball CY22 CY23 Vacuum Cleaners,https://www.augoods.com.au/assets/thumb/HG-9360117001408.jpg,HG1,14/08/2023,info.afgretail@gmail.com,N38354
2407.0,9360117001637,4000001351,KIT-dysonfloor,VAC PARTS,,R8-B15-S6,BN,M,,7.0,1.0,8.0,1.0,"Floor tool for DYSON DC23, DC29, DC37, DC39 , DC54 & more",https://www.augoods.com.au/assets/thumb/HG-9360117001637.jpg,,16/03/2025,info.afgretail@gmail.com,N82554
2290.0,9360117001385,9312532000795,tool-dyv7,VAC PARTS,,R8-B14-S4,BN,M,,3.0,6.0,9.0,1.0,"Floor Tool For DYSON V7, V8, V10, V11, V12, and V15 Vacuum Cleaners",https://www.augoods.com.au/assets/thumb/HG-9360117001385.jpg,HG1,26/11/2023,info.afgretail@gmail.com,"N42842,N42843,N42845,N42847,N42849,N42849,N42850,N42852,N42855,N42856,N42858,N42863,N42868,N42872,N42874,N42878,N42879,N42881,N42882,N42884,N42885,N42899,N42901,N42902,N42906,N42908,N42909,N42921,N42924,N42927,N42928,N42929,N42931,N42933,N42934"
2771.0,COOKIES-GRNDRTUBE-ASRT,,COOKIES-GRNDRTUBE-ASRT,SMOKING,,WS6-R4-A,BN,S,,,200.0,1000.0,6.0,Flower Tower Herb Grinder Cone Filler 3-in-1 Roller Cigarette Machine - Assorted,https://www.augoods.com.au/assets/thumb/XN-COOKIES-GRNDRTUBE-ASRT.jpg,,,,
2358.0,9360117000647,744109425486,gv6fluffy,VAC PARTS,,R1-B11-S4,BN,M,,3.0,0.0,3.0,999.0,"Fluffy floor tool head for Dyson V6, DC59, DC45 and DC44 vacuum cleaners",https://www.augoods.com.au/assets/thumb/HG-9360117000647.jpg,,08/10/2023,gabrieladitya2803@gmail.com,"N40492,N40494,N40497,N40498,N40500,N40501,N40502,N40508,N40510,N40511,N40514,N40515,N40516,N40517,N40520,N40522,N40523,N40524,N40529,N40531,N40532,N40533,N40534,N40535,N40537,N40539,N40540,N40541,N40543,N40546,N40549,N40552,N40553,N40555,N40556,N40558,N40559,N40560,N40562,N40566,N40568,N40569,N40570,N40571,N40572,N40573,N40576,N40580,N40581,N40582,N40584,N40586,N40588"
2275.0,9360117000654,744109425172,gv8fluffy,VAC PARTS,,R8-B11-S6,BN,M,,1.0,0.0,1.0,999.0,"Fluffy Head (Soft Roller Brush) For DYSON V7, V8, V10, V11 and V15",https://www.augoods.com.au/assets/thumb/HG-9360117000654.jpg,HG1,25/09/2023,info.afgretail@gmail.com,N40014
2437.0,9360117001910,4000001532,dy-laserturbo,VAC PARTS,,R8-B13-S7,BN,M,,6.0,0.0,6.0,999.0,Fluffy head with laser light for Dyson V7 V8 V10 V11 & V15,https://www.augoods.com.au/assets/thumb/HG-9360117001910.jpg,,28/01/2024,info.afgretail@gmail.com,N45306
2922.0,FREBRN-ORG-1PK,,019934976611112991TMP4008300407007809565094,,,WS7-R1-A,BN,,,,1.0,,2.0,Free Burning Papers Orange Cigarette Smoking 120 Leave Booklet,https://www.augoods.com.au/assets/thumb/XN-FREBRN-ORG-1PK.jpg,,30/05/2024,,
2224.0,9314783615063,,,,,R8-B15-S6,BN,M,,2.0,-2.0,0.0,1.0,FREEMANTLE AFL INFLATABLE LILO,,,15/12/2024,info.afgretail@gmail.com,
1983.0,630509900459,B07X2Q2G7V,LPNPM100106060,,,R1-B3-S1,LN,XL,BRAND NEW OPEN BOX,,1.0,,2.0,"Frozen Disney Elsa, Anna, & Olaf Deluxe Fashion Doll Set with Premium Dresses, Shoes and Accessories Inspired by Disney's 2",https://images-na.ssl-images-amazon.com/images/I/41rqce79cmL.jpg,NL,,,
733.0,4982012825696,,,,,BN15,BN,S,,1.0,0.0,1.0,34.0,"Fuji Xerox Genuine Magenta Toner For DP CP315 - 3,000 Pages",https://azcd.harveynorman.com.au/media/catalog/product/cache/21/image/992x558/9df78eab33525d08d6e5fb8d27136e95/c/t/ct202608_1.jpg,,21/7/2024,info.afgretail@gmail.com,
1329.0,768134634675,b01n1mvgok,,Electronics,Camera & Photo,BN32,BN,S,,1.0,0.0,1.0,7.0,"Fujifilm X-A5, X-A10, X-A3, X-A2, X-A1, X-M1 (16-50 Lens) Ultra Light Neoprene Camera Case - Hot Pink -MegaGear MG1007",https://images-na.ssl-images-amazon.com/images/I/81gdW7VfsJL._AC_SL1500_.jpg,,31/7/2024,info.afgretail@gmail.com,
1326.0,768134634682,b01nbf5ubs,,Electronics,Camera & Photo,BN32,BN,S,,1.0,0.0,1.0,4.0,"Fujifilm X-A5, X-A10, X-A3, X-A2, X-A1, X-M1 (16-50 Lens) Ultra Light Neoprene Camera Case - Red -MegaGear MG1008",https://images-na.ssl-images-amazon.com/images/I/712lqF5DVWL._AC_SL1500_.jpg,,31/7/2024,info.afgretail@gmail.com,
119.0,730957272587,B00VRH0CRQ,,Electronics,Camera & Photo,BN2,BN,S,,1.0,0.0,1.0,1.0,Fujifilm X30 Ultra Light Neoprene Camera Case - Hot Pink - MG518 - MegaGear,https://images-na.ssl-images-amazon.com/images/I/51iEYfuau3L.jpg,,5/7/2024,info.afgretail@gmail.com,
121.0,730957272624,B00VRH0CC6,,Electronics,Camera & Photo,BN2,BN,S,,1.0,0.0,1.0,3.0,Fujifilm X30 Ultra Light Neoprene Camera Case w Carabiner - Blue -MG516 MegaGear,https://images-na.ssl-images-amazon.com/images/I/51rBjNNpbVL.jpg,,5/7/2024,info.afgretail@gmail.com,
120.0,730957272617,B00VRH0CK8,,Electronics,Camera & Photo,BN2,BN,S,,1.0,0.0,1.0,2.0,Fujifilm X30 Ultra Light Neoprene Camera Case w Carabiner - Red -MG519- MegaGear,https://images-na.ssl-images-amazon.com/images/I/51xaT005HBL.jpg,,5/7/2024,info.afgretail@gmail.com,
565.0,4005546100753,,,,,BN10,BN,M,,2.0,0.0,2.0,4.0,Funda Durable Sherpa A4 Con Marco Verde,https://folder.es/32622-large_default/funda-durable-sherpa-a4-con-marco-verde-paquete-de-5.jpg,,27/11/2024,info.afgretail@gmail.com,N70672
1727.0,889698118422,,,,,LN3,LN,M,ITEM LIKE NEW BOX IS QUITE DAMAGED.,1.0,0.0,,13.0,Funko Call of Duty All Ghillied Up Pop Games Figure,https://images-na.ssl-images-amazon.com/images/I/71hLqMAnCGL._AC_SL1278_.jpg,NL,18/08/2024,info.afgretail@gmail.com,
2075.0,889698130905,,,Toys,,R3B1S1,LN,L,POP GAMES - D.VA WITH MEKA,,1.0,,6.0,"Funko POP Games: Overwatch D.VA & Meka 6"" POP and Buddy Toy Figure",https://images-na.ssl-images-amazon.com/images/I/71Wgld%2BAmlL._AC_SL1500_.jpg,NL,,,
1732.0,849803058609,,,,,LN3,LN,M,ITEM LIKE NEW BOX IS QUITE DAMAGED.,1.0,0.0,,18.0,Funko POP Movies: Harry Potter - Hermione Granger,https://images-na.ssl-images-amazon.com/images/I/712ntpgRS6L._AC_SL1200_.jpg,NL,20/09/2024,info.afgretail@gmail.com,
1725.0,849803058586,,,,,LN3,LN,M,ITEM LIKE NEW BOX IS QUITE DAMAGED.,1.0,0.0,,11.0,"Funko POP Movies: Harry Potter Action Figure, Standard",https://images-na.ssl-images-amazon.com/images/I/71grqjRENdL._AC_SL1200_.jpg,NL,14/08/2024,info.afgretail@gmail.com,
1730.0,889698308304,,,,,LN3,LN,M,ITEM LIKE NEW BOX IS QUITE DAMAGED.,1.0,0.0,,16.0,Funko Pop Sailor Moon Black Lady #368 Limited Exclusive Vaulted Rare,https://i.ebayimg.com/images/g/XRoAAOSwNBlenqYK/s-l1600.jpg,NL,15/09/2024,info.afgretail@gmail.com,
